cell_type,M_1,M_2,M_3,M_4,M_5,M_6,M_7,M_8,M_9,M_10,M_11,M_12,M_13,M_14,M_15,M_16,M_17,M_18,M_19,M_20,M_21,M_22,M_23,M_24,M_25,M_26,M_27,M_28,M_29,M_30,M_31,M_32,M_33,M_34,M_35,M_36,M_37,M_38,M_39,M_40,M_41,M_42,M_43,M_44,M_45,M_46,M_47,M_48,M_49,M_50,M_51,M_52,M_53,M_54,M_55,M_56,M_57,M_58,M_59,M_60,M_61,M_62,M_63,M_64,M_65,M_66,M_67,M_68,M_69,M_70,M_71,M_72,M_73,M_74,M_75,M_76,M_77,M_78,M_79,M_80,M_81,M_83,M_84,M_85,M_87,M_88,M_89,M_90,M_91,M_92,M_93,M_94,M_95,M_96,M_97,M_98,M_99,M_100,M_101,M_102,M_103,M_105,M_106,M_107,M_108,M_109,M_110,M_111,M_112,M_113,M_114,M_115,M_116,M_117,M_118,M_119,M_120,M_121,M_122,M_123,M_124,M_125,M_126,M_127,M_128,M_129,M_130,M_131,M_132,M_133,M_134,M_135,M_136,M_137,M_138,M_139,M_140,M_141,M_142,M_143,M_144,M_145,M_146,M_147,M_148,M_149,M_150,M_151,M_152,M_153,M_154,M_155,M_156,M_157,M_158,M_159,M_160,M_161,M_162,M_163,M_164,M_165,M_166,M_167,M_168,M_169,M_170,M_171
Dendritic Monocyte Cells,0.01280990375,0.00034160064806848636,0.010336104154545455,0.0008163008348629205,-4.700715234090909e-05,0.006362068359090909,0.026441178363636363,0.03138044125,0.022879632909090907,0.0009427267009090909,-4.499134722727273e-06,-3.779518688636364e-05,-1.5467405331363637e-05,0.017190695,2.5341372568181818e-05,-1.2561213454545455e-07,-1.2479722e-06,0.0027122247204545455,0.016415892886363637,0.0026983619,0.026408095454545453,0.009908483329545454,0.013821412727272726,0.00746214794090909,0.005866701638636363,-1.6849728520986363e-06,0.0029565868136363638,-9.52785345909091e-06,0.005110525588636363,1.3972636089075e-05,0.021081233615909092,0.006220397011363636,0.013298350295454547,0.017495718136363636,3.093684259090909e-07,0.001854244922727273,0.0005281344,2.358574456818182e-06,0.011943622636363636,5.7036230945454545e-08,5.820765999999999e-11,-2.0325744871249997e-06,-6.314367002272727e-07,0.0009431392,0.013592623818181819,-2.1956395456818182e-05,0.0070481226318181815,0.017152776068181816,-7.247552299999999e-06,-9.679362454545454e-06,-1.8777658997227274e-07,0.010175258,0.00926290011590909,5.095816088636364e-08,1.0677274670454546e-05,0.013220597409090908,2.143100222727273e-10,0.0003586486002272727,-6.655231e-06,0.008774446518181819,9.814827568181819e-06,0.008596879960454546,-1.5107533977272727e-09,0.008234233,1.111237193409091e-08,-1.0619828679545455e-06,0.010536495113636364,0.02151226990909091,-2.618205992727273e-05,-1.2845320916295909e-05,0.008466211372727272,0.017166828045454545,0.0210467025,2.7738172681818186e-06,0.006504849974999999,0.012417819011363636,-1.0477379e-07,-7.865939552727272e-06,4.036352027272727e-06,0.0019115006340909091,-6.923166475454545e-06,0.022439599,0.0025030865295454546,3.1199306e-08,0.019691497,-1.1252466740863637e-07,-6.182500248181818e-07,0.0014011348727272727,-3.6923553659090906e-06,0.0029999796727272726,-1.9214200454545455e-05,1.2062108772727274e-06,0.010123592386363636,0.0045188665,-1.4107674e-05,6.049363429545455e-08,-1.648441e-07,-3.2865730825546135e-05,1.4342368e-07,0.015526830999999998,0.011785692454545455,0.0001390586509090909,9.517651090909091e-06,4.2826594015365e-05,0.006767409775,-1.1102449754590909e-07,-2.4822922034090907e-08,0.0018826665454545455,-5.019507212307545e-05,5.574304090227268e-06,1.3996297022727273e-09,0.003253429093181818,0.013927746211363638,0.007224682402272728,0.002557704015909091,0.009807334345454546,2.2515231363636366e-05,1.3174091159397047e-05,0.005621565,-1.735842409965909e-06,0.0049075471363636365,0.00045600151752272724,0.0011697452181818181,0.011669369340909092,7.627532000000001e-07,0.015726287431818184,0.0007229473983681819,5.3452074e-05,0.020640876681818184,1.2934006846672728e-06,0.013945968250000001,0.02239703671590909,0.008201966886363637,0.0076638452999999995,2.0631758318181817e-05,0.010909572263636364,0.032688810136363634,0.028634434454545454,0.011196623374999999,0.016063945545454546,0.016000932795454545,0.004252584115909091,0.008489596613636364,0.00382650775,0.014664229352272727,4.9608801136363635e-11,0.0071557103159090914,-9.676230050000001e-08,-1.8102730693477272e-05,0.0006832369673181818,-2.3949805e-08,-9.404619735147727e-06,-3.953258083181819e-06,8.028635695454544e-07,0.01062211190909091,0.00033254972113636364,0.0009619595468181818,0.0021154013568181816,0.0026162019386363634,0.0035826096750000004,-1.844305500610682e-05,-3.275556785679546e-07,-1.965306259613182e-05,0.00014960783010945454,-0.00011465004240522727,0.005018568161363636,0.0002267247209090909,0.0001496142613636364
Epithelial Cells,0.01099569557913669,0.0007401641527236167,0.00857774085707434,0.0019925055659859832,5.653208504064525e-05,0.005754485634944843,0.026501421242206235,0.03589407898081535,0.024293232359712227,0.001394313297146283,9.365424868908968e-06,-2.3897378104748196e-05,5.551919980948214e-05,0.016863793430627865,2.4916954805859953e-05,-1.24638656882494e-07,-1.0614675989225418e-06,0.002629966634845587,0.01692893702206235,0.0026983619,0.02480218709421361,0.009931879517985612,0.013552210388752997,0.007478533791846523,0.009527293621582734,-4.699177403404317e-06,0.002950602968058993,-5.648435965155874e-06,0.004741256026157051,9.040590588446172e-05,0.015627799368105516,0.006299258858033573,0.013568952063549161,0.017967522380095923,3.0345035354916067e-07,0.001829502205075288,0.0005023604391247002,2.396371192326139e-06,0.011886696433333333,2.0150598868345322e-08,5.820765999999999e-11,-1.4315500887881057e-06,-2.7486564237582735e-07,0.0009431355906954436,0.01112407902997602,4.4524492241862454e-05,0.007513413612230216,0.017378931944844123,-7.2475523e-06,-7.150120678117506e-06,-1.6081910539016785e-07,0.010128393561044917,0.009748220508872902,2.7690766125659476e-07,1.0878061994004797e-05,0.014213342630695444,6.298152667625898e-10,0.00035859206896882487,-6.655231e-06,0.011849529093525182,1.4050191395683452e-05,0.00999048948745111,1.1035446573069545e-08,0.008174053511728922,3.783916747841727e-08,-9.539099010407674e-07,0.010545074617505994,0.019006268381294964,-1.821913856904557e-06,-5.341131703531904e-07,0.008376441904564267,0.017094674743477218,0.01995055716089515,2.7923194491606716e-06,0.0063740570401777065,0.012042668670376776,-1.0477379e-07,-6.239223254517985e-06,3.845500142925659e-06,0.0018106349853717026,-6.56064291294964e-06,0.022439599,0.002536441249470024,3.1199306e-08,0.019609020662110312,-1.0470901941318945e-07,-8.714873371151078e-07,0.0013971025241726618,-3.4492263400634294e-06,0.0028210493003272183,-1.0830642551558752e-05,1.2758069275779377e-06,0.010142163318944844,0.0045188665,-1.4107674e-05,7.487654809832134e-08,-1.648441e-07,-2.23150142670024e-05,1.505414856115108e-07,0.015317339301568344,0.011795849,0.00013566029637593764,9.507092857314147e-06,0.00027368151958784515,0.006677373529092806,1.8725676735704075e-06,-2.514571e-08,0.0018663942807194244,1.464971954154659e-07,0.0006380074297321895,1.4137343035971224e-09,0.003315626111510791,0.008307172230455635,0.007173081515262158,0.002576281495322782,0.0063385496618705035,2.2532253527577936e-05,1.3867564265555851e-05,0.005621752899040768,1.1065599060352527e-07,0.0049054088369304555,0.0006179612010383693,0.0011695140731414868,0.011564341700335731,7.102864606768105e-07,0.015727456685851317,3.273248666306954e-05,5.342971269304556e-05,0.005035785316546763,1.9753095613468827e-06,0.014006143453237412,0.022607547882494007,0.009570017453717028,0.007664107007913669,2.1158282043165468e-05,0.00778841364676259,0.04139879126858513,0.028700509309352522,0.011111599363069543,0.016056133678657075,0.016000991762589928,0.00425256662853717,0.008489756884892088,0.00378004538065036,0.015895933667865708,3.285173310551559e-10,0.007168413630455636,-3.7490759709832126e-08,-1.1171139378144675e-05,0.0019255534016702327,-7.564818127577938e-08,-1.7921785676284165e-06,-6.25318822583338e-06,8.536141082973621e-07,0.010596561528776978,0.00033260928717026374,0.0009439974750643978,0.002567710661151079,0.0026104719393285373,0.0035557827269046523,-2.917525357033141e-06,2.939092733168729e-06,-1.5867037832864173e-05,0.0009720920561094952,-5.537682647106066e-05,0.006504919153432662,0.00022664674788968825,0.00014956863496402877
Fibroblast Cells,0.01058749195769362,0.00011751570150214834,0.0067611755584442166,0.0005124957323912722,-3.1510403283615136e-05,0.006606016727669737,0.02643857146468782,0.043627249045718186,0.02400972531149778,0.0008849958553735927,-3.140450973717001e-06,-3.790136418379392e-05,-1.651401273802064e-05,0.0171455813234391,2.545672165336063e-05,-1.2517360106175367e-07,-1.2458887212794267e-06,0.0027013988506653023,0.016950116704878882,0.0027658545001023544,0.026739441686796313,0.00993586772483794,0.013807867130160354,0.007420736279222109,0.015303734976219719,-6.710351832290914e-06,0.0029543307405837153,-9.46870418403514e-06,0.005099592422006141,-4.723196896574466e-06,0.017208543160116,0.006292302462197203,0.013367764504264756,0.038788489803650635,4.791238397304674e-07,0.001839914859740703,0.0005277132804401228,2.3785063625042647e-06,0.011953454072330264,-1.4847818742749915e-10,5.820766e-11,-5.115799805673831e-07,-6.29520710819379e-07,0.0009431410301023542,0.017236899990958718,-1.303827057776721e-06,0.008318335657659501,0.017475323877175028,-7.240785535246558e-06,-9.273521765102231e-06,-1.5612767166752303e-07,0.010218124164619584,0.024719780011668375,4.7367412490446947e-07,1.1390235227226202e-05,0.015007047415216648,2.5791296036506313e-10,0.0003604068266734903,-6.652871395305357e-06,0.015317408029853291,1.7914096172807916e-05,0.010469496509655406,-1.5103210058000682e-09,0.00820988073200273,1.1163637809109519e-08,-1.098015932920505e-06,0.010551450017400205,0.01892473598669396,-2.344361195157161e-05,-1.2834444843620391e-05,0.008552521519856703,0.01713048271429727,0.020967300187990447,2.772760494541112e-06,0.006522906781883316,0.012591856110826681,-9.771989932850563e-08,-8.059345936940942e-06,3.7936889709996588e-06,0.00179289823671102,-7.065188323682327e-06,0.022439599,0.002677560396854316,3.2721483046741724e-08,0.01959875521272603,-1.1922271279942e-07,-9.331687800423747e-07,0.0013977061413374275,1.4298592913355619e-05,0.003033025499044695,-1.5083068983941992e-05,1.423075504947117e-06,0.010210283243602866,0.004507062702149437,-1.4039195905315593e-05,6.900270947628797e-08,-1.6422544208734222e-07,-3.960661963853395e-05,1.4348389334015694e-07,0.015477641600921186,0.0116576189408666,0.00013769154548990174,9.513170722279084e-06,0.0003904320905915147,0.0067387501609689525,3.8651250851927557e-10,3.3190131880645175e-06,0.001886735238723985,-3.913336733711926e-05,0.001255144499009024,1.3984932078812693e-09,0.0033320935636301603,0.009436078241351073,0.007224720274070283,0.002584595566939611,0.03035473812487206,2.2897206397475267e-05,7.584020173409894e-05,0.00602705648024565,-1.9623911186819443e-06,0.0048915491773797335,0.001865859345280109,0.0011696778183555101,0.011649658537632208,7.625403079870351e-07,0.015726779011258955,0.003077060913524633,5.345267170487888e-05,0.022323804960798364,2.635039622430522e-06,0.013929530478505628,0.033686908153872396,0.011116929374957353,0.007663859415489594,2.3095982596383485e-05,0.014204469163732514,0.06035882843364039,0.02894788476526783,0.011214179293756395,0.01623078280825657,0.016000986821903786,0.004336426933196861,0.00848973095018765,0.0038238288421016714,0.02194097524411464,4.485425544831116e-10,0.007177405006345957,-7.344562663028319e-08,7.661802298118711e-06,0.005203082300202598,2.5526918872575915e-08,6.959025888122491e-06,1.0722578361052449e-05,7.689569358717161e-07,0.0105925497395087,0.000332681528567042,0.0009572984073660866,0.0025129170439440467,0.0026170578934834525,0.003698085512146025,4.3821169914586706e-05,1.7151753043036267e-06,3.13095406770868e-05,0.0005815017435060679,0.0015370961092141802,0.018312601064585467,0.00022675618396110543,0.00014963124688161037
Fibroblasts: Clec3b+ (outer/basal),0.012949051493983958,-8.574154713641029e-06,0.007599740639705883,0.0008481485928942964,-3.722006222265818e-05,0.006567691517780749,0.026442726278074865,0.0388596377513369,0.024253350835561495,0.0010434644295989305,-2.9116707884301474e-06,-3.8003316250262254e-05,-1.4613651887804988e-05,0.017139361076203206,2.5388969495989306e-05,-1.253176721483957e-07,-1.2434637548663102e-06,0.002690948126604278,0.016943763294117647,0.0027395779546791443,0.02671884720187166,0.009936230303475936,0.013780582019385026,0.007429770492914438,0.015415064775534759,-6.331685500782941e-06,0.002953492471524064,-9.300663630441177e-06,0.005089257886978609,1.0196224059295601e-05,0.02624110448435829,0.00631799190802139,0.013618345029411765,0.026004756707219252,4.954847764438502e-07,0.0018144681243235294,0.0005268018155213905,2.371523312433155e-06,0.011953641286096257,-1.5415691771390374e-10,5.8207660000000005e-11,2.8898840173395673e-08,-6.23911414323262e-07,0.0009431407537433156,0.018662817359625668,-3.829058871969158e-06,0.007797138830614974,0.017403764975935827,-7.237539337299465e-06,-9.343819885160427e-06,-1.4984313242811497e-07,0.010199299427807486,0.032523384219786095,3.6005453660828876e-07,1.1351009338903744e-05,0.01550943235895722,2.750856688368984e-10,0.0003876678442112299,-6.655231e-06,0.014376436269786096,1.5385458934491978e-05,0.010399270796256684,-1.4779143154278075e-09,0.008204456130614974,1.0876428603208558e-08,-1.0975723326203209e-06,0.010569222130347593,0.019516011872994652,-1.9464612075727354e-05,-8.129420661001939e-06,0.008538637600935829,0.01720898212687166,0.020976145254679144,2.7730776937165776e-06,0.006521373831684492,0.012546927364171121,-1.0464305621390376e-07,-7.973926322366309e-06,4.538606329946524e-06,0.0018218299303475937,-7.030937159719252e-06,0.022439599,0.0025530288241978607,3.6370138521390375e-08,0.0196201925828877,-1.1883700790909091e-07,-9.327195621256685e-07,0.001398475574131016,1.8343997768878126e-05,0.0029923280074866314,-1.7764322980347594e-05,1.2641209735294117e-06,0.010148316781417113,0.004517536372058823,-1.4099441510026737e-05,6.424818426871658e-08,-1.630169390213904e-07,-3.7869213133731285e-05,1.4357744762032087e-07,0.01543961089973262,0.011627734715240375,0.00013754789678342247,9.522858035427807e-06,0.0014942099421565123,0.006577436383903744,3.6379525370778477e-06,0.00024192693041840958,0.001887889065909091,-4.0412983479499396e-05,0.0017272142078765327,1.3996297022727273e-09,0.0033464727360962565,0.010171674307219252,0.007225101091577541,0.0025755445088235292,0.04003060651096257,2.32551694986631e-05,0.00010318448864116042,0.005934314837165775,-2.0084606244117645e-06,0.004901573242914438,0.004216709773895722,0.0011698837514705883,0.011625686446791444,7.624979577540107e-07,0.015727047570855614,0.001233022273130615,5.345831424732621e-05,0.022496385108556147,2.604563730335107e-06,0.013942429395053477,0.03477226520989305,0.018562465662700534,0.007663844191176471,2.444800946390374e-05,0.025501052062700535,0.08585436170721926,0.029467215512032085,0.011244365890374333,0.016343759894385027,0.016001013971925132,0.0043925531770053474,0.008489803491310162,0.0037306574389037433,0.027489258743315505,1.1640753995187165e-09,0.0071619580544117645,-8.669813290467915e-08,9.226692166361298e-06,0.004514888758312816,-2.8205657590013367e-08,2.0880172376839036e-06,-1.79456091578861e-06,7.696223272994652e-07,0.010599233501336899,0.00033264086322192513,0.000953281534486631,0.0028101935930481283,0.0026168094148395723,0.003692037311497326,1.4065189082871884e-05,8.89305589151845e-07,1.33603209913679e-05,0.0006179386719765118,0.0002154606661487816,0.010981180982486632,0.00022675168501336897,0.0001496217617513369
Glandular Epithelial Cells,0.035680622466666666,0.00015756199033910667,0.007038185031111112,0.00044491065552606666,-2.6904512167712004e-05,0.006048579346666667,0.026506759688888888,0.0409919936,0.024204923577777777,0.0011806733075555556,-2.7955121908006665e-06,-3.8923074866666665e-05,-9.366810438081556e-06,0.017001478644444443,2.551128528888889e-05,-1.2549054533333334e-07,-1.100937096111111e-06,0.002525142348666667,0.01696837,0.0027061571933333336,0.024046307605111113,0.009909717977777777,0.013351868111111111,0.007560107397777778,0.012021710517777779,-4.727931467111111e-06,0.002955382408888889,-7.297885112733333e-06,0.004797936464444445,0.001082843485513621,0.02898444008888889,0.006368531131111112,0.01731870177777778,0.045453315466666665,7.140657135555556e-07,0.0018520487377777777,0.00047901107088888894,2.3694916222222223e-06,0.01195355648888889,-2.1084107955555557e-10,5.820766e-11,-1.6666017551111112e-06,-4.565653702222222e-07,0.0009431405244444445,0.011679787144444445,-9.822804101075555e-06,0.009246445311111112,0.017353034777777776,-7.147176422222223e-06,-9.441624022222221e-06,-2.5935005157999996e-07,0.010123555577777778,0.03477749096222223,4.937975794666666e-07,1.1262463222222222e-05,0.017852438766666666,2.6258122466666665e-10,0.0003606296268888889,-6.655231e-06,0.014890473417777779,1.116452951111111e-05,0.009853296957777776,-1.0425638913333332e-09,0.0081071648,1.1527704111111113e-08,-1.0624010282222222e-06,0.010530733233333334,0.01822170548888889,-2.377700680111111e-05,-8.715989315888889e-06,0.00801257724,0.017387171733333335,0.020119192844444442,2.7747203755555556e-06,0.0064594510644444434,0.012245014644444444,-1.0477379000000001e-07,-6.648028724444444e-06,5.050707168888889e-06,0.0021257367444444445,-7.061619073333333e-06,0.022439599,0.0024655255844444448,3.1199306e-08,0.019603170222222223,-1.1782265211111113e-07,-9.339923673333332e-07,0.0013846741955555555,1.523960313413711e-05,0.002338555455111111,-1.9367784e-05,1.2224953822222222e-06,0.010133458011111112,0.004518763186666667,-1.4107094511111111e-05,5.969777677777778e-08,-1.6268136144444445e-07,-2.8643053739777778e-05,1.4344437599999998e-07,0.015330466199999998,0.01177743377777778,0.0001387478571111111,1.1691947855555555e-05,5.0913382422577775e-05,0.006707798768888889,-3.490907428555556e-08,-2.5135361955555555e-08,0.0018856734066666667,-4.6097528599999997e-05,3.763809791377778e-05,1.3995709066666667e-09,0.0033605913199999996,0.01215114726,0.007226104871111112,0.002608265442222222,0.01324886508888889,2.2758957377777778e-05,2.6809776062088886e-06,0.006216901197777777,-1.732239282e-06,0.004904224866666667,0.00040887602420000004,0.0011690990866666667,0.011368843617777779,6.297034118577777e-07,0.015726287111111112,1.1398932953333334e-05,5.342447106666667e-05,0.0081560294,1.8160117454915557e-06,0.014001721766666668,0.025783099733333332,0.008587441822222222,0.007663980435555556,2.1156668644444445e-05,0.00800713166,0.05036902762222222,0.028593405111111112,0.01114132001111111,0.016064281622222225,0.016000932,0.004254745797777778,0.008489590933333334,0.0038156899777777777,0.014414627022222222,6.144141933333334e-11,0.007155607791111111,-9.66919806e-08,-1.617758403907422e-05,0.0027458364499325333,-8.617838020444443e-08,-6.452849511684444e-06,-1.6524311582666667e-05,8.345685128888889e-07,0.010599611133333334,0.0003326152771111111,0.0009593324666666667,0.002430967488888889,0.0026007834377777777,0.003641298113333333,-2.4522002788666667e-05,-1.6131218719266667e-07,-2.1469546450866667e-05,0.0026228948253689205,0.00011341041051228889,0.00872196952,0.0002267474902222222,0.00014962669755555556
Ignore,0.01069545961346154,0.0010798899371436013,0.0063705234303846146,0.002135779105936311,1.4740923636753825e-06,0.006414290277807692,0.026486374803846153,0.037435494280769234,0.024162526684615382,0.001268429531923077,6.109900595552307e-06,-3.198090651851923e-05,5.227539387731922e-06,0.01715684964807692,2.5195342658076926e-05,-1.1549295673692308e-07,-1.2406183338461537e-06,0.0026298102544692306,0.01646250747346154,0.0026983619,0.02652288603767357,0.009998115420384616,0.013759877287003845,0.007422492995,0.009209677839615385,-6.6439441249230775e-06,0.0029239134306703845,-5.763807715311538e-06,0.005069325731584615,-1.2420547173757692e-05,0.015691439533846153,0.006267963385384615,0.012750880884615384,0.016802898775000002,2.042533668076923e-07,0.0018149883895287192,0.0005225780901673078,2.4293119900000003e-06,0.011954183038461538,8.263719245238464e-08,5.820766e-11,8.107009535596539e-06,-5.369173064896154e-07,0.0009431358758461539,0.012259490192307694,4.6262978936922974e-07,0.007209527155,0.01744417251730769,-7.2475523e-06,-7.183452150653846e-06,2.3341004297803847e-07,0.010175258,0.007743630466923078,1.3198452814230768e-07,1.0811107553846155e-05,0.013604894567307691,4.929741123076924e-10,0.0003601693497307692,-6.655231e-06,0.010600287534615385,2.1942332184615387e-05,0.010039158055690769,-1.0593794446153846e-09,0.008234233,2.2570244923076923e-08,-1.0989606e-06,0.01057016165,0.019985178823076922,2.6452776211253842e-05,-1.2983984958508962e-05,0.008538064410384615,0.016808208357384617,0.020670859509977692,2.7825840603846157e-06,0.006501574123453846,0.012490308253747076,-1.0477379e-07,-7.39873423076923e-06,4.069657566538461e-06,0.0018171715003846153,-7.063100464230769e-06,0.022439599,0.002622121753889885,5.156124136153845e-08,0.019335572674725767,-1.174541026e-07,-9.16546788076923e-07,0.0013946410803846153,7.989297944080691e-05,0.002986223559576923,-1.5731230862769232e-05,1.4106384534615384e-06,0.010186333690384616,0.0045188665,-1.4107674e-05,9.571846822692308e-08,-1.6105433346153848e-07,1.0464687592692307e-05,1.4405411373076922e-07,0.015411957261923077,0.011753006326153847,0.0001371804038307692,9.492340719230768e-06,0.0008352365499839485,0.006723439240961539,8.857227906851153e-07,1.6824432204000001e-06,0.0018156595713846153,3.0347735238851297e-05,1.883388942259619e-05,1.418028205e-09,0.0032785291465384616,0.007000495659615385,0.00722515231,0.002573260658384077,0.00702665274076923,2.2886794203846156e-05,1.5023634636620616e-05,0.005723255975769231,-1.9352932264795385e-06,0.004877784556473076,0.001221642604423077,0.0011695758184615385,0.011669368,7.598195338461539e-07,0.0157276206,0.0005733781623473076,5.346841835e-05,0.0064822086169230774,2.711375200882846e-06,0.013971588625,0.023243277280769234,0.011558631721153845,0.0076640946257692305,2.1031799723076924e-05,0.009651475434615383,0.037598397961538466,0.028952040896153847,0.011215300792307691,0.016097378392307692,0.01600099363846154,0.004272501781538461,0.008489762053846155,0.0037985045851845,0.01865333716730769,5.318165314615385e-10,0.007186642051153847,3.284103080788462e-07,-1.430200395677692e-05,0.0030597833957435447,3.418043591423077e-08,-1.3202338011122691e-06,7.172729291368078e-06,8.065253701538462e-07,0.010581341167307691,0.00033264513015384615,0.000929765811796,0.0025309843896153847,0.0026155935561538463,0.0036265771466023845,1.395774815384605e-07,4.034578926786654e-06,3.753955549187896e-05,0.00037065106939667975,0.0003211442462868266,0.007559511511538461,0.00022668150434615382,0.00014954733561538461
